#binned energy for each solid angle. Contains the energy going through the solid angle of the bin
            phi           theta          energy
            -63              50               0
            -63              54               0
            -63              58               0
            -63              62               0
            -63              66               0
            -63              70               0
            -63              74               0
            -63              78               0
            -63              82               0
            -63              86               0
            -63              90               0
            -63              94               0
            -63              98               0
            -63             102               0
            -63             106               0
            -63             110               0
            -63             114               0
            -63             118               0
            -63             122               0
            -63             126               0
            -63             130               0
            -63             134               0
            -63             138               0
            -63             142               0
            -63             146               0
            -63             150               0
            -63             154               0
            -63             158               0
            -63             162               0
            -63             166               0
            -63             170               0
            -63             174               0
            -63             178               0
            -57               2               0
            -57               6               0
            -57              10               0
            -57              14               0
            -57              18               0
            -57              22               0
            -57              26               0
            -57              30               0
            -57              34               0
            -57              38               0
            -57              42               0
            -57              46               0
            -57              50               0
            -57              54               0
            -57              58               0
            -57              62               0
            -57              66               0
            -57              70               0
            -57              74               0
            -57              78               0
            -57              82               0
            -57              86               0
            -57              90               0
            -57              94               0
            -57              98               0
            -57             102               0
            -57             106               0
            -57             110               0
            -57             114               0
            -57             118               0
            -57             122               0
            -57             126               0
            -57             130               0
            -57             134               0
            -57             138               0
            -57             142               0
            -57             146               0
            -57             150               0
            -57             154               0
            -57             158               0
            -57             162               0
            -57             166               0
            -57             170               0
            -57             174               0
            -57             178               0
            -51               2               0
            -51               6               0
            -51              10               0
            -51              14               0
            -51              18               0
            -51              22               0
            -51              26               0
            -51              30               0
            -51              34               0
            -51              38               0
            -51              42               0
            -51              46               0
            -51              50               0
            -51              54               0
            -51              58               0
            -51              62               0
            -51              66               0
            -51              70               0
            -51              74               0
            -51              78               0
            -51              82               0
            -51              86               0
            -51              90               0
            -51              94               0
            -51              98               0
            -51             102               0
            -51             106               0
            -51             110               0
            -51             114               0
            -51             118               0
            -51             122               0
            -51             126               0
            -51             130               0
            -51             134               0
            -51             138               0
            -51             142               0
            -51             146               0
            -51             150               0
            -51             154               0
            -51             158               0
            -51             162               0
            -51             166               0
            -51             170               0
            -51             174               0
            -51             178               0
            -45               2               0
            -45               6               0
            -45              10               0
            -45              14               0
            -45              18               0
            -45              22               0
            -45              26               0
            -45              30               0
            -45              34               0
            -45              38               0
            -45              42               0
            -45              46               0
            -45              50               0
            -45              54               0
            -45              58               0
            -45              62               0
            -45              66               0
            -45              70               0
            -45              74               0
            -45              78               0
            -45              82               0
            -45              86               0
            -45              90               0
            -45              94               0
            -45              98               0
            -45             102               0
            -45             106               0
            -45             110               0
            -45             114               0
            -45             118               0
            -45             122               0
            -45             126               0
            -45             130               0
            -45             134               0
            -45             138               0
            -45             142               0
            -45             146               0
            -45             150               0
            -45             154               0
            -45             158               0
            -45             162               0
            -45             166               0
            -45             170               0
            -45             174               0
            -45             178               0
            -39               2               0
            -39               6               0
            -39              10               0
            -39              14               0
            -39              18               0
            -39              22               0
            -39              26               0
            -39              30               0
            -39              34               0
            -39              38               0
            -39              42               0
            -39              46               0
            -39              50               0
            -39              54               0
            -39              58               0
            -39              62               0
            -39              66               0
            -39              70               0
            -39              74               0
            -39              78               0
            -39              82               0
            -39              86               0
            -39              90               0
            -39              94               0
            -39              98               0
            -39             102               0
            -39             106               0
            -39             110               0
            -39             114               0
            -39             118               0
            -39             122               0
            -39             126               0
            -39             130               0
            -39             134               0
            -39             138               0
            -39             142               0
            -39             146               0
            -39             150               0
            -39             154               0
            -39             158               0
            -39             162               0
            -39             166               0
            -39             170               0
            -39             174               0
            -39             178               0
            -33               2               0
            -33               6               0
            -33              10               0
            -33              14               0
            -33              18               0
            -33              22               0
            -33              26               0
            -33              30               0
            -33              34               0
            -33              38               0
            -33              42               0
            -33              46               0
            -33              50               0
            -33              54               0
            -33              58               0
            -33              62               0
            -33              66               0
            -33              70               0
            -33              74               0
            -33              78               0
            -33              82               0
            -33              86               0
            -33              90               0
            -33              94               0
            -33              98               0
            -33             102               0
            -33             106               0
            -33             110               0
            -33             114               0
            -33             118               0
            -33             122               0
            -33             126               0
            -33             130               0
            -33             134               0
            -33             138               0
            -33             142               0
            -33             146               0
            -33             150               0
            -33             154               0
            -33             158               0
            -33             162               0
            -33             166               0
            -33             170               0
            -33             174               0
            -33             178               0
            -27               2               0
            -27               6               0
            -27              10               0
            -27              14               0
            -27              18               0
            -27              22               0
            -27              26               0
            -27              30               0
            -27              34               0
            -27              38               0
            -27              42               0
            -27              46               0
            -27              50               0
            -27              54               0
            -27              58               0
            -27              62               0
            -27              66               0
            -27              70               0
            -27              74               0
            -27              78               0
            -27              82               0
            -27              86               0
            -27              90               0
            -27              94               0
            -27              98               0
            -27             102               0
            -27             106               0
            -27             110               0
            -27             114               0
            -27             118               0
            -27             122               0
            -27             126               0
            -27             130               0
            -27             134               0
            -27             138               0
            -27             142               0
            -27             146               0
            -27             150               0
            -27             154               0
            -27             158               0
            -27             162               0
            -27             166               0
            -27             170               0
            -27             174               0
            -27             178               0
            -21               2               0
            -21               6               0
            -21              10               0
            -21              14               0
            -21              18               0
            -21              22               0
            -21              26               0
            -21              30               0
            -21              34               0
            -21              38               0
            -21              42               0
            -21              46               0
            -21              50               0
            -21              54               0
            -21              58               0
            -21              62               0
            -21              66               0
            -21              70               0
            -21              74               0
            -21              78               0
            -21              82               0
            -21              86               0
            -21              90               0
            -21              94               0
            -21              98               0
            -21             102               0
            -21             106               0
            -21             110               0
            -21             114               0
            -21             118               0
            -21             122               0
            -21             126               0
            -21             130               0
            -21             134               0
            -21             138               0
            -21             142               0
            -21             146               0
            -21             150               0
            -21             154               0
            -21             158               0
            -21             162               0
            -21             166               0
            -21             170               0
            -21             174               0
            -21             178               0
            -15               2               0
            -15               6               0
            -15              10               0
            -15              14               0
            -15              18               0
            -15              22               0
            -15              26               0
            -15              30               0
            -15              34               0
            -15              38               0
            -15              42               0
            -15              46               0
            -15              50               0
            -15              54               0
            -15              58               0
            -15              62               0
            -15              66               0
            -15              70               0
            -15              74               0
            -15              78               0
            -15              82               0
            -15              86               0
            -15              90               0
            -15              94               0
            -15              98               0
            -15             102               0
            -15             106               0
            -15             110               0
            -15             114               0
            -15             118               0
            -15             122               0
            -15             126               0
            -15             130               0
            -15             134               0
            -15             138               0
            -15             142               0
            -15             146               0
            -15             150               0
            -15             154               0
            -15             158               0
            -15             162               0
            -15             166               0
            -15             170               0
            -15             174               0
            -15             178               0
             -9               2               0
             -9               6               0
             -9              10               0
             -9              14               0
             -9              18               0
             -9              22               0
             -9              26               0
             -9              30               0
             -9              34               0
             -9              38               0
             -9              42               0
             -9              46               0
             -9              50               0
             -9              54               0
             -9              58               0
             -9              62               0
             -9              66               0
             -9              70               0
             -9              74               0
             -9              78               0
             -9              82               0
             -9              86               0
             -9              90               0
             -9              94               0
             -9              98               0
             -9             102               0
             -9             106               0
             -9             110               0
             -9             114               0
             -9             118               0
             -9             122               0
             -9             126               0
             -9             130               0
             -9             134               0
             -9             138               0
             -9             142               0
             -9             146               0
             -9             150               0
             -9             154               0
             -9             158               0
             -9             162               0
             -9             166               0
             -9             170               0
             -9             174               0
             -9             178               0
             -3               2               0
             -3               6               0
             -3              10               0
             -3              14               0
             -3              18               0
             -3              22               0
             -3              26               0
             -3              30               0
             -3              34               0
             -3              38               0
             -3              42               0
             -3              46               0
             -3              50               0
             -3              54               0
             -3              58               0
             -3              62               0
             -3              66               0
             -3              70               0
             -3              74               0
             -3              78               0
             -3              82               0
             -3              86               0
             -3              90               0
             -3              94               0
             -3              98               0
             -3             102               0
             -3             106               0
             -3             110               0
             -3             114               0
             -3             118               0
             -3             122               0
             -3             126               0
             -3             130               0
             -3             134               0
             -3             138               0
             -3             142               0
             -3             146               0
             -3             150               0
             -3             154               0
             -3             158               0
             -3             162               0
             -3             166               0
             -3             170               0
             -3             174               0
             -3             178               0
              3               2               0
              3               6               0
              3              10               0
              3              14               0
              3              18               0
              3              22               0
              3              26               0
              3              30               0
              3              34               0
              3              38               0
              3              42               0
              3              46               0
              3              50               0
              3              54               0
              3              58               0
              3              62               0
              3              66               0
              3              70               0
              3              74               0
              3              78               0
              3              82               0
              3              86               0
              3              90               0
              3              94               0
              3              98               0
              3             102               0
              3             106               0
              3             110               0
              3             114               0
              3             118               0
              3             122               0
              3             126               0
              3             130               0
              3             134               0
              3             138               0
              3             142               0
              3             146               0
              3             150               0
              3             154               0
              3             158               0
              3             162               0
              3             166               0
              3             170               0
              3             174               0
              3             178               0
              9               2               0
              9               6               0
              9              10               0
              9              14               0
              9              18               0
              9              22               0
              9              26               0
              9              30               0
              9              34               0
              9              38               0
              9              42               0
              9              46               0
              9              50               0
              9              54               0
              9              58               0
              9              62               0
              9              66               0
              9              70               0
              9              74               0
              9              78               0
              9              82               0
              9              86               0
              9              90               0
              9              94               0
              9              98               0
              9             102               0
              9             106               0
              9             110               0
              9             114               0
              9             118               0
              9             122               0
              9             126               0
              9             130               0
              9             134               0
              9             138               0
              9             142               0
              9             146               0
              9             150               0
              9             154               0
              9             158               0
              9             162               0
              9             166               0
              9             170               0
              9             174               0
              9             178               0
             15               2               0
             15               6               0
             15              10               0
             15              14               0
             15              18               0
             15              22               0
             15              26               0
             15              30               0
             15              34               0
             15              38               0
             15              42               0
             15              46               0
             15              50               0
             15              54               0
             15              58               0
             15              62               0
             15              66               0
             15              70               0
             15              74               0
             15              78               0
             15              82               0
             15              86               0
             15              90               0
             15              94               0
             15              98               0
             15             102               0
             15             106               0
             15             110               0
             15             114               0
             15             118               0
             15             122               0
             15             126               0
             15             130               0
             15             134               0
             15             138               0
             15             142               0
             15             146               0
             15             150               0
             15             154               0
             15             158               0
             15             162               0
             15             166               0
             15             170               0
             15             174               0
             15             178               0
             21               2               0
             21               6               0
             21              10               0
             21              14               0
             21              18               0
             21              22               0
             21              26               0
             21              30               0
             21              34               0
             21              38               0
             21              42               0
             21              46               0
             21              50               0
             21              54               0
             21              58               0
             21              62               0
             21              66               0
             21              70               0
             21              74               0
             21              78               0
             21              82               0
             21              86               0
             21              90               0
             21              94               0
             21              98               0
             21             102               0
             21             106               0
             21             110               0
             21             114               0
             21             118               0
             21             122               0
             21             126               0
             21             130               0
             21             134               0
             21             138               0
             21             142               0
             21             146               0
             21             150               0
             21             154               0
             21             158               0
             21             162               0
             21             166               0
             21             170               0
             21             174               0
             21             178               0
             27               2               0
             27               6               0
             27              10               0
             27              14               0
             27              18               0
             27              22               0
             27              26               0
             27              30               0
             27              34               0
             27              38               0
             27              42               0
             27              46               0
             27              50               0
             27              54               0
             27              58               0
             27              62               0
             27              66               0
             27              70               0
             27              74               0
             27              78               0
             27              82               0
             27              86               0
             27              90               0
             27              94               0
             27              98               0
             27             102               0
             27             106               0
             27             110               0
             27             114               0
             27             118               0
             27             122               0
             27             126               0
             27             130               0
             27             134               0
             27             138               0
             27             142               0
             27             146               0
             27             150               0
             27             154               0
             27             158               0
             27             162               0
             27             166               0
             27             170               0
             27             174               0
             27             178               0
             33               2               0
             33               6               0
             33              10               0
             33              14               0
             33              18               0
             33              22               0
             33              26               0
             33              30               0
             33              34               0
             33              38               0
             33              42               0
             33              46               0
             33              50               0
             33              54               0
             33              58               0
             33              62               0
             33              66               0
             33              70               0
             33              74               0
             33              78               0
             33              82               0
             33              86               0
             33              90               0
             33              94               0
             33              98               0
             33             102               0
             33             106               0
             33             110               0
             33             114               0
             33             118               0
             33             122               0
             33             126               0
             33             130               0
             33             134               0
             33             138               0
             33             142               0
             33             146               0
             33             150               0
             33             154               0
             33             158               0
             33             162               0
             33             166               0
             33             170               0
             33             174               0
             33             178               0
             39               2               0
             39               6               0
             39              10               0
             39              14               0
             39              18               0
             39              22               0
             39              26               0
             39              30               0
             39              34               0
             39              38               0
             39              42               0
             39              46               0
             39              50               0
             39              54               0
             39              58               0
             39              62               0
             39              66               0
             39              70               0
             39              74               0
             39              78               0
             39              82               0
             39              86               0
             39              90               0
             39              94               0
             39              98               0
             39             102               0
             39             106               0
             39             110               0
             39             114               0
             39             118               0
             39             122               0
             39             126               0
             39             130               0
             39             134               0
             39             138               0
             39             142               0
             39             146               0
             39             150               0
             39             154               0
             39             158               0
             39             162               0
             39             166               0
             39             170               0
             39             174               0
             39             178               0
             45               2               0
             45               6               0
             45              10               0
             45              14               0
             45              18               0
             45              22               0
             45              26               0
             45              30               0
             45              34               0
             45              38               0
             45              42               0
             45              46               0
             45              50               0
             45              54               0
             45              58               0
             45              62               0
             45              66               0
             45              70               0
             45              74               0
             45              78               0
             45              82               0
             45              86               0
             45              90               0
             45              94               0
             45              98               0
             45             102               0
             45             106               0
             45             110               0
             45             114               0
             45             118               0
             45             122               0
             45             126               0
             45             130               0
             45             134               0
             45             138               0
             45             142               0
             45             146               0
             45             150               0
             45             154               0
             45             158               0
             45             162               0
             45             166               0
             45             170               0
             45             174               0
             45             178               0
             51               2               0
             51               6               0
             51              10               0
             51              14               0
             51              18               0
             51              22               0
             51              26               0
             51              30               0
             51              34               0
             51              38               0
             51              42               0
             51              46               0
             51              50               0
             51              54               0
             51              58               0
             51              62               0
             51              66               0
             51              70               0
             51              74               0
             51              78               0
             51              82               0
             51              86               0
             51              90               0
             51              94               0
             51              98               0
             51             102               0
             51             106               0
             51             110               0
             51             114               0
             51             118               0
             51             122               0
             51             126               0
             51             130               0
             51             134               0
             51             138               0
             51             142               0
             51             146               0
             51             150               0
             51             154               0
             51             158               0
             51             162               0
             51             166               0
             51             170               0
             51             174               0
             51             178               0
             57               2               0
             57               6               0
             57              10               0
             57              14               0
             57              18               0
             57              22               0
             57              26               0
             57              30               0
             57              34               0
             57              38               0
             57              42               0
             57              46               0
             57              50               0
             57              54               0
             57              58               0
             57              62               0
             57              66               0
             57              70               0
             57              74               0
             57              78               0
             57              82               0
             57              86               0
